pair	class	pdf	printed	scene	canonical_path	canonical_line	scene_path	scene_line	canonical_text	scene_text
370	whitespace-only	37	29	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	41	works/tirumbippaar/scenes/scene-30.md	38	பூமாலை : ஏன் ! அந்தத் திரைமறைவிலே சுலபமாக ஏமாற்ற முடியுமென்று கருதுகிறாயா? பெண் இனத்தை மண்ணில் நெளியும் புழுக் கூட்டமாக மதித்துவிட்ட பித்தனே ! எங்கு போனாள் பாமா? சொல். எங்கே அவளைத் தவிக்கவிட்டாய்? எரிமலைமீது விளையாட வந்த அந்த ஏழைச் சிறுமியின் கதி என்னவாயிற்று. சொல்! சொல்ல மாட்டாயா பாவி ! எங்கே பாமா?	பூமாலை: ஏன் ! அந்தத் திரைமறைவிலே சுலபமாக ஏமாற்ற முடியுமென்று கருதுகிறாயா? பெண் இனத்தை மண்ணில் நெளியும் புழுக் கூட்டமாக மதித்துவிட்ட பித்தனே ! எங்கு போனாள் பாமா? சொல். எங்கே அவளைத் தவிக்கவிட்டாய்? எரிமலைமீது விளையாட வந்த அந்த ஏழைச் சிறுமியின் கதி என்னவாயிற்று. சொல்! சொல்ல மாட்டாயா பாவி ! எங்கே பாமா?
371	whitespace-only	37	29	30	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	42	works/tirumbippaar/scenes/scene-30.md	40	பரந்தாமன் : பரலோகத்தில் போய் தேடிப்பார் !	பரந்தாமன்: பரலோகத்தில் போய் தேடிப்பார் !
380	whitespace-only	38	30	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	58	works/tirumbippaar/scenes/scene-32.md	10	பரந்தாமன் : எட்டணாதான் அதோட மரியாதையா போ! நான்சன்ஸ்...	பரந்தாமன்: எட்டணாதான் அதோட மரியாதையா போ! நான்சன்ஸ்...
381	whitespace-only	38	30	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	59	works/tirumbippaar/scenes/scene-32.md	12	கூலி : ஏன்ய்யா பெரிய மனுஷன் சின்ன வார்த்தையெல்லாம் பேசுரே. நான்சன்சாம்ல ...	கூலி: ஏன்ய்யா பெரிய மனுஷன் சின்ன வார்த்தையெல்லாம் பேசுரே. நான்சன்சாம்ல ...
384	whitespace-only	38	30	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	62	works/tirumbippaar/scenes/scene-32.md	18	பரந்தாமன் : தொழிலாளி. தொழிலாளியாம் தொழிலாளி ... ........	பரந்தாமன்: தொழிலாளி. தொழிலாளியாம் தொழிலாளி ... ........
389	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	70	works/tirumbippaar/scenes/scene-32.md	30	கருடன் : பேரு மட்டுமா ! இரண்டு நாள்ள 5000 காப்பி வித்திருக்கு ! அப்றம் என்ன?	கருடன்: பேரு மட்டுமா ! இரண்டு நாள்ள 5000 காப்பி வித்திருக்கு ! அப்றம் என்ன?
391	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	72	works/tirumbippaar/scenes/scene-32.md	34	கருடன் : யார் நீங்க !	கருடன்: யார் நீங்க !
392	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	73	works/tirumbippaar/scenes/scene-32.md	36	புண்யகோடி : தெரியலியா என்னை. நான்தான் தொழிலாளர் தலைவன். நான் ஏன் வந்திருக்கேன் தெரியுமில்ல....	புண்யகோடி: தெரியலியா என்னை. நான்தான் தொழிலாளர் தலைவன். நான் ஏன் வந்திருக்கேன் தெரியுமில்ல....
393	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	74	works/tirumbippaar/scenes/scene-32.md	38	கருடன் : என்னாங்க....	கருடன்: என்னாங்க....
395	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	76	works/tirumbippaar/scenes/scene-32.md	42	புண்யகோடி : தொழிலாளி சம்பளம் ஜாஸ்தியா கேட்டா, அதை சிந்திச்சு பார்க்க..	புண்யகோடி: தொழிலாளி சம்பளம் ஜாஸ்தியா கேட்டா, அதை சிந்திச்சு பார்க்க..
396	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	77	works/tirumbippaar/scenes/scene-32.md	44	கருடன் : இல்லிங்க, அவன் சம்பளம் கேக்கிலே. இந்த பேப்பர் பேலை தூக்கிட்டு வந்தான்	கருடன்: இல்லிங்க, அவன் சம்பளம் கேக்கிலே. இந்த பேப்பர் பேலை தூக்கிட்டு வந்தான்
397	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	78	works/tirumbippaar/scenes/scene-32.md	46	புண்யகோடி : அது இல்லிங்க! நான் மில் தொழிலாளியை சொல்கிறேன்.	புண்யகோடி: அது இல்லிங்க! நான் மில் தொழிலாளியை சொல்கிறேன்.
399	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	80	works/tirumbippaar/scenes/scene-32.md	50	பரந்தாமன் : கருடா ! வாயால் கத்தி பயன் என்ன? பாட்டாளிகளின் குரல் பலம் பெறவேண்டுமானால், பெரிய கிளர்ச்சி நடத்தவேண்டும்..	பரந்தாமன்: கருடா ! வாயால் கத்தி பயன் என்ன? பாட்டாளிகளின் குரல் பலம் பெறவேண்டுமானால், பெரிய கிளர்ச்சி நடத்தவேண்டும்..
400	whitespace-only	39	31	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	81	works/tirumbippaar/scenes/scene-32.md	52	புண்யகோடி : அப்படிச் சொல்லுங்க...	புண்யகோடி: அப்படிச் சொல்லுங்க...
401	whitespace-only	40	32	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	85	works/tirumbippaar/scenes/scene-32.md	56	பரந்தாமன் : இந்த நாட்டின் முதுகெலும்புகள் பாட்டாளிகள். ஒரு தேசத்தின் உயிரே தொழிலாளி வர்க்கம். அதைத் துவண்டுபோக விடக்கூடாது ! நான் கங்கணம் கட்டிவிட்டேன். தொழிலாளி விடுதலைப் போராட்டத்தை விரைவில் தொடங்க வேண்டும்.	பரந்தாமன்: இந்த நாட்டின் முதுகெலும்புகள் பாட்டாளிகள். ஒரு தேசத்தின் உயிரே தொழிலாளி வர்க்கம். அதைத் துவண்டுபோக விடக்கூடாது ! நான் கங்கணம் கட்டிவிட்டேன். தொழிலாளி விடுதலைப் போராட்டத்தை விரைவில் தொடங்க வேண்டும்.
402	whitespace-only	40	32	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	86	works/tirumbippaar/scenes/scene-32.md	58	புண்யகோடி : சபாஷ் ! சபாஷ் ! தங்களைப்போன்ற உண்மையான உறுதி படைத்த வாலிபர்கள் இருந்தால் உலகத்துக்கே ஒரே நாளில் விமோசனம் பிறந்துவிடும். தாங்கள் எழுதிய பாட்டாளியின் குரல் படிக்கும்போது, படுகிழவனையும் பாலகனாக்குகிறது. கோழையையும் புலியாக்குகிறது. நாளையதினம் நடைபெறும் பொதுக்கூட்டத்திற்கு தாங்கள் தலைமை வகித்தாக வேண்டும்.	புண்யகோடி: சபாஷ் ! சபாஷ் ! தங்களைப்போன்ற உண்மையான உறுதி படைத்த வாலிபர்கள் இருந்தால் உலகத்துக்கே ஒரே நாளில் விமோசனம் பிறந்துவிடும். தாங்கள் எழுதிய பாட்டாளியின் குரல் படிக்கும்போது, படுகிழவனையும் பாலகனாக்குகிறது. கோழையையும் புலியாக்குகிறது. நாளையதினம் நடைபெறும் பொதுக்கூட்டத்திற்கு தாங்கள் தலைமை வகித்தாக வேண்டும்.
405	whitespace-only	40	32	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	89	works/tirumbippaar/scenes/scene-32.md	64	பரந்தாமன் : தொழிலாளர் என் தோழர்கள் ! அவர்கள் அன்புக்கட்டளையை நிறைவேற்றுகிறேன். இனி இந்த உலகத்தில் தொழிலாளி நினைத்ததெல்லாம் நடக்கவேண்டும்.	பரந்தாமன்: தொழிலாளர் என் தோழர்கள் ! அவர்கள் அன்புக்கட்டளையை நிறைவேற்றுகிறேன். இனி இந்த உலகத்தில் தொழிலாளி நினைத்ததெல்லாம் நடக்கவேண்டும்.
409	whitespace-only	40	32	32	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	93	works/tirumbippaar/scenes/scene-32.md	72	கருடன் : சீ போடா! பெரிய உலக விஷயம் பேசிட்டு இருக்கும்போது...	கருடன்: சீ போடா! பெரிய உலக விஷயம் பேசிட்டு இருக்கும்போது...
414	whitespace-only	41	33	33	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	103	works/tirumbippaar/scenes/scene-33.md	8	புண்யகோடி : சகோதரர்களே ! நாமெல்லோரும் வெகு ஆவலோடு எதிர்பார்த்திருக்கும் தலைவர் பரந்தாமன் இன்னும் சிறிது நேரத்தில் வந்துவிடுவார். எல்லோரும் அமைதியாயிருங்கள் ! இன்றையதினம் புரட்சிகரமான திட்டங்கள் பல நிறைவேற்றப்பட இருக்கிறது. நாம் யாருக்கும் பயப்படப் போவதில்லை. அச்சமில்லை அச்சமில்லை அகிலமெல்லாம் எதிர்த்துவரினும் அச்சமில்லை.	புண்யகோடி: சகோதரர்களே ! நாமெல்லோரும் வெகு ஆவலோடு எதிர்பார்த்திருக்கும் தலைவர் பரந்தாமன் இன்னும் சிறிது நேரத்தில் வந்துவிடுவார். எல்லோரும் அமைதியாயிருங்கள் ! இன்றையதினம் புரட்சிகரமான திட்டங்கள் பல நிறைவேற்றப்பட இருக்கிறது. நாம் யாருக்கும் பயப்படப் போவதில்லை. அச்சமில்லை அச்சமில்லை அகிலமெல்லாம் எதிர்த்துவரினும் அச்சமில்லை.
422	whitespace-only	42	34	33	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	114	works/tirumbippaar/scenes/scene-33.md	26	பரந்தாமன் : தலைவர் அவர்களே ! (ஜனங்கள் சிரிப்பது )ஓகோ, நான்தான் தலைவரோ. மன்னிக்கவும். காடு வெட்டி கழனி திருத்தி காலையிலே மாடோட்டி கலப்பை யெடுத்துச் சென்றால் மாலையிலே வீடுதிரும்பும் மனமொடிந்த பாட்டாளியும், ரத்தத்தை வியர்வைக்குளமாக்கி,சித்தம்சோர்ந்து நித்த நித்தம் உழைக்கும் பஞ்சாலைத் தொழிலாளியும், புத்தம் புதிய வாழ்வு பெறவேண்டுமென்பதே என் நோக்கம் ... ஏழைகள் பசி என்று கூறினால் என் இருதயம் வெடித்துவிடும் போலிருக்கிறது. அவர்கள் கண்ணீர்விட்டால் என் ரத்தமெல்லாம் கொதிக்கிறது.நம் கோரிக்கைகளை ஏற்க மறுக்கும் அவர்களின் கொட்டமடக்க - உடனே வேலைநிறுத்தம். ஒட்டுமொத்தக் கூட்டாகப் புறப்பட வேண்டும் / வெற்றி நமதே! வெற்றி நமதே !	பரந்தாமன்: தலைவர் அவர்களே ! (ஜனங்கள் சிரிப்பது )ஓகோ, நான்தான் தலைவரோ. மன்னிக்கவும். காடு வெட்டி கழனி திருத்தி காலையிலே மாடோட்டி கலப்பை யெடுத்துச் சென்றால் மாலையிலே வீடுதிரும்பும் மனமொடிந்த பாட்டாளியும், ரத்தத்தை வியர்வைக்குளமாக்கி,சித்தம்சோர்ந்து நித்த நித்தம் உழைக்கும் பஞ்சாலைத் தொழிலாளியும், புத்தம் புதிய வாழ்வு பெறவேண்டுமென்பதே என் நோக்கம் ... ஏழைகள் பசி என்று கூறினால் என் இருதயம் வெடித்துவிடும் போலிருக்கிறது. அவர்கள் கண்ணீர்விட்டால் என் ரத்தமெல்லாம் கொதிக்கிறது.நம் கோரிக்கைகளை ஏற்க மறுக்கும் அவர்களின் கொட்டமடக்க - உடனே வேலைநிறுத்தம். ஒட்டுமொத்தக் கூட்டாகப் புறப்பட வேண்டும் / வெற்றி நமதே! வெற்றி நமதே !
426	whitespace-only	42	34	34	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	119	works/tirumbippaar/scenes/scene-34.md	12	பையன் : புத்தர், காந்தி	பையன்: புத்தர், காந்தி
428	whitespace-only	42	34	34	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	121	works/tirumbippaar/scenes/scene-34.md	16	பையன் : சேரன், சோழன்.... (திணறுவது)	பையன்: சேரன், சோழன்.... (திணறுவது)
429	whitespace-only	42	34	34	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	122	works/tirumbippaar/scenes/scene-34.md	18	பூமாலை : உம். சொல்லு	பூமாலை: உம். சொல்லு
435	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	133	works/tirumbippaar/scenes/scene-35.md	10	பூமாலை : சிந்தனைக்கு இடையூறு ஒன்றும் இல்லையே...	பூமாலை: சிந்தனைக்கு இடையூறு ஒன்றும் இல்லையே...
436	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	134	works/tirumbippaar/scenes/scene-35.md	12	பாண்டியன் : இல்லை, இல்லை....	பாண்டியன்: இல்லை, இல்லை....
438	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	136	works/tirumbippaar/scenes/scene-35.md	16	பாண்டியன் : மோனத்திருக்கும் முதிர் சோலையில், கானத்தால் களிப்பூட்டும்	பாண்டியன்: மோனத்திருக்கும் முதிர் சோலையில், கானத்தால் களிப்பூட்டும்
439	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	137	works/tirumbippaar/scenes/scene-35.md	18	பூமாலை : வானம்பாடியின் வரவை எதிர்ப்பார்த்து ஏக்கமா? பாண்டியன்! சிரிக்கும் முல்லையும், சிங்காரக் கொல்லையும் உங்கள் சிந்தைக்கு விருந்தளிக்கப் போதவில்லை என்பதை உணர்ந்துதான் வானம்பாடி பறந்து வந்திருக்கிறது !	பூமாலை: வானம்பாடியின் வரவை எதிர்ப்பார்த்து ஏக்கமா? பாண்டியன்! சிரிக்கும் முல்லையும், சிங்காரக் கொல்லையும் உங்கள் சிந்தைக்கு விருந்தளிக்கப் போதவில்லை என்பதை உணர்ந்துதான் வானம்பாடி பறந்து வந்திருக்கிறது !
444	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	142	works/tirumbippaar/scenes/scene-35.md	28	பரந்தாமன் : யார் இவன்?	பரந்தாமன்: யார் இவன்?
446	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	144	works/tirumbippaar/scenes/scene-35.md	32	பரந்தாமன் : சொல்லவேண்டாம் தெரிகிறது.இந்த அயோக்யனை வீட்டுக்குள்ளே யார் அனுமதித்தது?	பரந்தாமன்: சொல்லவேண்டாம் தெரிகிறது.இந்த அயோக்யனை வீட்டுக்குள்ளே யார் அனுமதித்தது?
447	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	145	works/tirumbippaar/scenes/scene-35.md	34	பூமாலை : (கோபமாக) பரந்தாமா..	பூமாலை: (கோபமாக) பரந்தாமா..
448	whitespace-only	43	35	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	146	works/tirumbippaar/scenes/scene-35.md	36	பரந்தாமன் : அதட்டாதே ! நீ செய்ததும் ஒரு நல்ல காரியம்தான் ! இவனை நான் பலநாளாகத் தேடிக்கொண்டிருக்கிறேன்.	பரந்தாமன்: அதட்டாதே ! நீ செய்ததும் ஒரு நல்ல காரியம்தான் ! இவனை நான் பலநாளாகத் தேடிக்கொண்டிருக்கிறேன்.
450	whitespace-only	44	36	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	151	works/tirumbippaar/scenes/scene-35.md	42	பரந்தாமன் : ஆ! பரிசு கொடுக்க. இந்தா பதிலுக்குப் பதில் வாங்கிக்கொள்!	பரந்தாமன்: ஆ! பரிசு கொடுக்க. இந்தா பதிலுக்குப் பதில் வாங்கிக்கொள்!
452	whitespace-only	44	36	35	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	153	works/tirumbippaar/scenes/scene-35.md	46	பரந்தாமன் : ஆ ...என்ன !...குமுதா!	பரந்தாமன்: ஆ ...என்ன !...குமுதா!
464	page-attribution	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	170	works/tirumbippaar/scenes/scene-36.md	18	பூமாலை: அதைக் கேட்க நான் இருக்கிறேனே! அவனை எனக்கு நேராகவே	பூமாலை: அதைக் கேட்க நான் இருக்கிறேனே! அவனை எனக்கு நேராகவே
466	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	172	works/tirumbippaar/scenes/scene-36.md	24	பூமாலை : உனக்கு ?	பூமாலை: உனக்கு ?
468	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	174	works/tirumbippaar/scenes/scene-36.md	28	பூமாலை : (திடுக்கிட்டு) காதலனா?	பூமாலை: (திடுக்கிட்டு) காதலனா?
470	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	176	works/tirumbippaar/scenes/scene-36.md	32	பூமாலை : உன் காதலன்?	பூமாலை: உன் காதலன்?
476	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	182	works/tirumbippaar/scenes/scene-36.md	44	பூமாலை : சே ! எவ்வளவு பெரிய தவறு செய்துவிட்டேன்! குமுதா	பூமாலை: சே ! எவ்வளவு பெரிய தவறு செய்துவிட்டேன்! குமுதா
479	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	185	works/tirumbippaar/scenes/scene-36.md	50	குமுதா : பிறகென்ன நான் அன்பு காட்டியது தவறா?	குமுதா: பிறகென்ன நான் அன்பு காட்டியது தவறா?
482	whitespace-only	45	37	36	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	188	works/tirumbippaar/scenes/scene-36.md	56	பூமாலை : விளங்க வேண்டாம் உனக்கு, விளங்கவே வேண்டாம்.	பூமாலை: விளங்க வேண்டாம் உனக்கு, விளங்கவே வேண்டாம்.
501	bracket-parenthesis	46	38	37	works/tirumbippaar/transcription/parts/part-03-pdf-36-63.md	211	works/tirumbippaar/scenes/scene-37.md	38	பாண்டியன்: (படத்தைப் பார்த்து) அப்பா ! எனக்கு கல்யாணமே வேண்டாமப்பா!"	பாண்டியன்: (படத்தைப் பார்த்து) அப்பா ! எனக்கு கல்யாணமே வேண்டாமப்பா!
749	ellipsis-punct-count	65	57	49	works/tirumbippaar/transcription/parts/part-04-pdf-64-91.md	37	works/tirumbippaar/scenes/scene-49.md	36	பரந்தாமன்: ஒகோ...... ஏன் குயிலு வார்த்தையை சொல்லியா கூவுது. என்னமோ கத்துது. அதையுந்தான் குயில் பாடுதுங்கிறான்.	பரந்தாமன்: ஒகோ ஏன் குயிலு வார்த்தையை சொல்லியா கூவுது. என்னமோ கத்துது. அதையுந்தான் குயில் பாடுதுங்கிறான்.
773	whitespace-only	67	59	52	works/tirumbippaar/transcription/parts/part-04-pdf-64-91.md	73	works/tirumbippaar/scenes/scene-52.md	8	புண்யகோடி: (சாப்பிட்டுக் கொண்டே) பரந்தாமனைப் போல ஒரு நாணயமான தலைவனைப் பார்க்க முடியாது. நல்ல ஒழுக்கம்,நேர்மையான நடத்தை இவைகளுக்கெல்லாம் ஒரே ஒரு ஏக எடுத்துக்காட்டு நமது பரந்தாமனேதான்.	புண்யகோடி: (சாப்பிட்டுக் கொண்டே) பரந்தாமனைப் போல ஒரு நாணயமான தலைவனைப் பார்க்க முடியாது. நல்ல ஒழுக்கம், நேர்மையான நடத்தை இவைகளுக்கெல்லாம் ஒரே ஒரு ஏக எடுத்துக்காட்டு நமது பரந்தாமனேதான்.
774	other-punctuation	67	59	52	works/tirumbippaar/transcription/parts/part-04-pdf-64-91.md	74	works/tirumbippaar/scenes/scene-52.md	10	தொழிலாளி ஒருவன்: நீங்க புகழ்ந்து பேசுறீங்க. உங்க புள்ளைதான் எழுதியிருக்கு 'போலித் தலைவன்'' என்று.	தொழிலாளி ஒருவன்: நீங்க புகழ்ந்து பேசுறீங்க. உங்க புள்ளைதான் எழுதியிருக்கு 'போலித் தலைவன்' என்று.
794	quote-dash-glyph	69	61	54	works/tirumbippaar/transcription/parts/part-04-pdf-64-91.md	104	works/tirumbippaar/scenes/scene-54.md	8	"பயங்கரமான வழிப்பறி. லேடி டாக்டர் உஷா தேவியின் நெக்லஸ் பறிபோயிற்று " - நேற்று இரவு கோவைக்குப் பக்கமுள்ள குனியமுத்தூர் கிராமத்திற்கு வைத்தியம் பார்க்கச் சென்று திரும்பிய, சிவசக்தி மில் முதலாளியின் புதல்வி லேடி டாக்டர் உஷாதேவியை சிலர் வழிமறித்து அவளுடைய ஐயாயிர ரூபாய் பெறுமானமுள்ள நெக்லஸை கொண்டுபோய் விட்டார்கள். போலீஸார் புலன் விசாரிக்கிறார்கள்.	“பயங்கரமான வழிப்பறி. லேடி டாக்டர் உஷா தேவியின் நெக்லஸ் பறிபோயிற்று”—நேற்று இரவு கோவைக்குப் பக்கமுள்ள குனியமுத்தூர் கிராமத்திற்கு வைத்தியம் பார்க்கச் சென்று திரும்பிய, சிவசக்தி மில் முதலாளியின் புதல்வி லேடி டாக்டர் உஷாதேவியை சிலர் வழிமறித்து அவளுடைய ஐயாயிர ரூபாய் பெறுமானமுள்ள நெக்லஸை கொண்டுபோய் விட்டார்கள். போலீஸார் புலன் விசாரிக்கிறார்கள்.
